protein_name,short_name,gene_symbol,gene_ID,accession,pfam_ID,identifier,method,resolution,chain,sequence_length,positions
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4CWP,X-ray,1.95 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4CWQ,X-ray,2.0 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4CWR,X-ray,2.0 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4CWS,X-ray,2.3 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4CWT,X-ray,1.9 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4EEH,X-ray,1.6 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4EFT,X-ray,2.12 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4EFU,X-ray,2.0 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4EGH,X-ray,1.6 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4EGI,X-ray,1.79 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4EGK,X-ray,1.69 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4FCP,X-ray,2.0 Å,A/B,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4FCQ,X-ray,2.151 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4FCR,X-ray,1.698 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4HY6,X-ray,1.649 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4JQL,X-ray,1.72 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4L8Z,X-ray,1.703 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4L90,X-ray,2.001 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4L91,X-ray,1.75 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4L93,X-ray,1.845 Å,A/B,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4L94,X-ray,1.649 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4LWE,X-ray,1.5 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4LWF,X-ray,1.75 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4LWG,X-ray,1.599 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4LWH,X-ray,1.7 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4LWI,X-ray,1.7 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4NH7,X-ray,2.0 Å,A/B,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4NH8,X-ray,1.65 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4O04,X-ray,1.82 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4O05,X-ray,1.79 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4O07,X-ray,1.86 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4O09,X-ray,1.96 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4O0B,X-ray,1.93 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4R3M,X-ray,1.8 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4U93,X-ray,1.55 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4W7T,X-ray,1.8 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4XIP,X-ray,1.7 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4XIQ,X-ray,1.84 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4XIR,X-ray,1.7 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4XIT,X-ray,1.86 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4YKQ,X-ray,1.91 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4YKR,X-ray,1.61 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4YKT,X-ray,1.85 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4YKU,X-ray,1.7 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4YKW,X-ray,1.85 Å,A/B,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4YKX,X-ray,1.8 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4YKY,X-ray,1.78 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",4YKZ,X-ray,1.85 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5CF0,X-ray,1.8 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5FNC,X-ray,2.2 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5FND,X-ray,2.0 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5FNF,X-ray,2.1 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5GGZ,X-ray,2.015 Å,A/B/C/D,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5J20,X-ray,1.76 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5J27,X-ray,1.7 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5J2V,X-ray,1.59 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5J2X,X-ray,1.22 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5J64,X-ray,1.38 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5J6L,X-ray,1.75 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5J6M,X-ray,1.64 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5J6N,X-ray,1.9 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5J80,X-ray,1.17 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5J82,X-ray,2.17 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5J86,X-ray,1.87 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5J8M,X-ray,1.9 Å,A/B,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5J8U,X-ray,1.75 Å,A/B,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5J9X,X-ray,1.8 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5LNY,X-ray,1.88 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5LNZ,X-ray,1.54 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5LO0,X-ray,2.3 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5LO1,X-ray,2.7 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5LO5,X-ray,1.44 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5LO6,X-ray,2.4 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5LQ9,X-ray,1.9 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5LR1,X-ray,1.44 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5LR7,X-ray,1.86 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5LRL,X-ray,1.33 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5LRZ,X-ray,2.0 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5LS1,X-ray,1.85 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5M4E,X-ray,1.9 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5M4H,X-ray,2.0 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5NYH,X-ray,1.65 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5NYI,X-ray,1.44 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5OCI,X-ray,1.62 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5OD7,X-ray,2.0 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5ODX,X-ray,1.82 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5T21,X-ray,2.1 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5VYY,X-ray,1.792 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5XQD,X-ray,1.6 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5XQE,X-ray,1.699 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5XR5,X-ray,1.6 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5XR9,X-ray,1.501 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5XRB,X-ray,1.65 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5XRD,X-ray,1.3 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5XRE,X-ray,1.497 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",5ZR3,X-ray,2.5 Å,A/C/E/G,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6B99,X-ray,1.60237722156 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6B9A,X-ray,1.65381 Å,A/B,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6CEO,X-ray,1.896 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6CYG,X-ray,1.50392199595 Å,A/B,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6CYH,X-ray,1.49 Å,A/B,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6EI5,X-ray,2.2 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6EL5,X-ray,1.67 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6ELN,X-ray,1.6 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6ELO,X-ray,1.8 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6ELP,X-ray,1.85 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6EY8,X-ray,2.16 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6EY9,X-ray,2.0 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6EYA,X-ray,2.1 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6EYB,X-ray,1.9 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6F1N,X-ray,2.09 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6FCJ,X-ray,2.49 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6FDP,NMR,N/A,A/B,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GP4,X-ray,1.7 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GP8,X-ray,1.75 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GPF,X-ray,1.55 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GPH,X-ray,1.56 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GPO,X-ray,1.48 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GPP,X-ray,1.51 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GPR,X-ray,2.35 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GPT,X-ray,2.0 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GPW,X-ray,1.6 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GPY,X-ray,2.25 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GQ6,X-ray,2.25 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GQR,X-ray,2.05 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GQS,X-ray,1.43 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GQU,X-ray,1.72 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GR1,X-ray,2.05 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GR3,X-ray,1.88 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GR4,X-ray,1.5 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6GR5,X-ray,1.34 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6HHR,X-ray,2.0 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6KSQ,X-ray,2.202 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6LR9,X-ray,2.196 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6LSZ,X-ray,1.992 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6LT8,X-ray,1.593 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6LTI,X-ray,1.588 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6LTK,X-ray,2.141 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6N8X,X-ray,1.49484474369 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6OLX,X-ray,1.43760580022 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6TN4,X-ray,1.274 Å,AAA,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6TN5,X-ray,1.165 Å,AAA,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6U98,X-ray,1.5 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6U99,X-ray,1.6 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6U9A,X-ray,1.65 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",6U9B,X-ray,1.75 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7DMC,X-ray,2.34 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7KRJ,EM,2.56 Å,A/B/C/D,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7KW7,EM,3.57 Å,A/B/C/D/E/F,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7L7I,EM,3.3 Å,C/A/B/E,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7L7J,EM,3.1 Å,C/A/B,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7LSZ,X-ray,1.7 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7LT0,X-ray,1.697 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7RXZ,X-ray,3.152 Å,A/B/C/D/E/F,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7RY0,X-ray,2.2 Å,A/B,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7RY1,X-ray,3.523 Å,A/B/C,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7S8Y,X-ray,1.59 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7S8Z,X-ray,1.64 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7S90,X-ray,1.79 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7S95,X-ray,1.71 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7S98,X-ray,1.9 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7S99,X-ray,1.52 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7S9F,X-ray,2.3 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7S9G,X-ray,1.79 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7S9H,X-ray,1.45 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7S9I,X-ray,1.75 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",7UR3,X-ray,1.6 Å,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",8AGI,X-ray,2.1 Å,A/B,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",8AGJ,X-ray,2.32 Å,A/B,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",8AGL,X-ray,2.2 Å,A/B,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",8B7I,NMR,N/A,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",8B7J,NMR,N/A,A,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",8FFV,EM,3.01 Å,A/B/C/D,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",8FFW,EM,3.23 Å,A/B/C/D,732,1-732
Heat shock protein HSP 90-alpha,N/A,HSP90AA1,ENST00000216281.13,P07900,"PF13589, PF00183",8JR6,NMR,N/A,A,732,1-732
